JD RelFlux Err
2454953.539657051 0.9899103641308932 0.0001653195710735594
2454953.5600916366 0.9199256806014441 0.00016789231001898645
2454953.5805261224 0.9793604696410761 0.00016916138688167587
2454953.6009608074 1.015460406398188 0.00016951863026099523
2454953.621395393 1.0222163477783024 0.00016756995213252734
2454953.641829878 1.0173225241506845 0.00016570711938037586
2454953.662264463 0.9794332681309728 0.0001637562017685956
2454953.682699148 0.9464676542788844 0.00016367637022910673
2454953.7031336334 0.9825998495597734 0.00016529758435689283
2454953.723568218 1.0279345066409777 0.0001670358575182619
2454953.744002903 1.0568987646891852 0.00016816670953212351
2454953.7644373877 1.0525630947024276 0.00016815053915302701
2454953.784871972 1.0173162238742035 0.00016615973453062502
2454953.8053065566 0.9742050656680016 0.00016446599247008407
2454953.825741141 0.9392826791671002 0.00016293618417004776
2454953.8461757256 0.938843714832255 0.00016229579137019606
2454953.8666103096 0.9759626993763122 0.00016443327792199912
2454953.8870449937 1.0240401611092624 0.00016600323452192268
2454953.907479478 1.064699151560552 0.0001679101777945629
2454953.927914062 1.069613759114131 0.00016839602147960864
2454953.9483487457 1.0545344564893115 0.00016669265203386507
2454953.9687832296 1.0125701760618622 0.00016496473958659932
2454953.989217813 0.9711561177028973 0.00016295388751393222
2454954.009652297 0.9614269304321184 0.0001619495912612038
2454954.0300869807 0.9918372679550616 0.00016403283374665797
2454954.050521564 1.0052960673935774 0.00016533735630380904
2454954.0709561473 1.082457453075759 0.0001670043883169071
2454954.091390731 1.0387803001053482 0.00016737275309859225
2454954.111825314 1.01839098306956 0.00016584186289836592
2454954.132259897 0.9882630435463288 0.0001639678215810809
2454954.15269438 0.9496133221724808 0.00016269444678921344
2454954.1731290626 0.9352045599559439 0.00016171988072818223
2454954.1935636457 0.9668037494795133 0.00016386021059011438
2454954.213998128 1.0135934545239071 0.00016542063553514588
2454954.234432811 1.055489011412598 0.0001677756198178699
2454954.2548673935 1.0715508744282118 0.0001685234010820334
2454954.275301876 1.0505508258164855 0.0001677624216257637
2454954.2957364586 1.0036332027877786 0.00016557281215076508
2454954.316171141 0.9560763434501577 0.00016374132637431548
2454954.336605723 0.9366258123375311 0.0001623642150003683
2454954.357040205 0.9610645364318797 0.0001640437258239381
2454954.377474887 1.004802549821105 0.0001657242669133189
2454954.397909469 1.043188554496984 0.00016749158387432045
2454954.4183439505 1.0528733809780815 0.0001680763087304929
2454954.4387785327 1.027923197273293 0.00016686731710723813
2454954.459213214 0.9850977760148416 0.00016512070994455425
2454954.4796476956 0.9458792898418332 0.00016340647912932923
2454954.500082277 0.928208598163265 0.0001625022578010967
2454954.5205168584 0.9543598111715762 0.00016382458923316966
2454954.5409515398 1.0002140719647696 0.0001658011786626635
2454954.561386121 1.045828127386925 0.00016784034652344345
2454954.581820602 1.0711205597645623 0.00016912350220956763
2454954.602255283 1.058349681106853 0.00016867140896666453
2454954.622689864 1.0141135148137124 0.0001667047515909169
2454954.6431243448 0.9630554391844715 0.000164305225399029
2454954.6635589255 0.9351189572593898 0.00016299737297138537
2454954.6839936064 0.9523275893306372 0.000163802330185396
2454954.7044280865 0.9960068371635763 0.00016590635842905223
2454954.7248626673 1.0398591149885734 0.0001679903468337586
2454954.7452973477 1.0578710877437405 0.00016884167203353172
2454954.765731828 1.0389731770723165 0.0001679845531421844
2454954.786166408 0.9960470593162403 0.00016587983501173783
2454954.806600988 0.9534013485849551 0.00016380551399559868
2454954.8270355677 0.928123361382566 0.00016263965503827263
2454954.847470148 0.9466231400137697 0.00016351671402643024
2454954.867904728 0.9917439926441318 0.00016585064141219023
2454954.888339307 1.041747617702513 0.00016839808211424557
2454954.908773887 1.0725768040045094 0.0001697052610212527
2454954.9292084663 1.0659989052641288 0.00016972456203023385
2454954.949642946 1.025429174513152 0.00016748992099126374
2454954.970077625 0.9733154783873811 0.0001650891659518644
2454954.9905122044 0.9378648380488711 0.00016331065439439485
2454955.0109466836 0.9449559422943505 0.00016354435814810008
2454955.0313813626 0.9850138956082161 0.0001655754327342825
2454955.0518159415 1.029105816219249 0.0001678501713747979
2454955.0722505203 1.0524429858183784 0.0001687397583482462
2454955.092684999 1.040006223966004 0.0001684202706513125
2454955.1131196776 1.0005236597876326 0.0001662179163383372
2454955.1335542565 0.9578404596545884 0.00016414685014666403
2454955.153988735 0.9294687012701676 0.00016274693655970695
2454955.1744234134 0.9405644011310799 0.00016302392917580188
2454955.1948579918 0.9834106999404792 0.00016538048172076237
2454955.2152924696 1.0339778797862198 0.00016769133830078832
2454955.235727048 1.0710772794684638 0.00016950081251336112
2454955.2561617256 1.0726916485524425 0.0001697832179613938
2454955.276596204 1.0373890666764483 0.00016776603581376801
2454955.2970307814 0.9855067545482507 0.00016508538855918213
2454955.317465459 0.944420690442004 0.00016352804679544924
2454955.337899937 0.9435016260245811 0.00016310834077538393
2454955.3583345143 0.9803928881665258 0.00016531887870659963
2454955.378769092 1.0271462343109712 0.000167194124084747
2454955.399203769 1.0572105862527095 0.00016869499618661437
2454955.4196382463 1.0525043134435443 0.00016827575242121218
2454955.4400728233 1.0159523880666843 0.00016650451792053704
2454955.4605075005 0.9699696087648465 0.000164375570457791
2454955.4809419774 0.9333703270181554 0.00016285265696683183
2454955.5013765544 0.932486584770627 0.00016250113524487772
2454955.521811031 0.9707962927328342 0.00016505278148354542
2454955.5422457075 1.0218410239264333 0.00016709796107395
2454955.562680284 1.0638554314703355 0.00016895471929691643
2454955.5831148606 1.073765192779276 0.00016977994999560736
2454955.6035494367 1.0444163062662597 0.0001678704394597703
2454955.623984013 0.9935777224645892 0.00016572633026267075
2454955.6444185893 0.9481447256353173 0.00016360228986033755
2454955.6648530653 0.9373057532972251 0.00016304206490038359
2454955.6852877415 0.9693538537242216 0.00016478293230296978
2454955.705722317 1.0157233899513411 0.0001668280954271694
2454955.726156793 1.0505483273857092 0.00016837926861069792
2454955.746591469 1.0511372537620054 0.00016868610695066312
2454955.7670260444 1.019963364734989 0.00016671024910196023
2454955.78746052 0.972620125828435 0.00016481738801042025
2454955.807895095 0.9337626291361018 0.00016279729823583507
2454955.8283297704 0.9255218229271469 0.00016239553582915757
2454955.8487643455 0.959241361171382 0.00016429263216802715
2454955.8691989207 1.0093198244903596 0.00016659309800964883
2454955.8896334954 1.055664980825015 0.00016870325659858976
2454955.9100680705 1.0736889963529321 0.00016968495523225915
2454955.930502645 1.0519831927608527 0.00016820109247571823
2454955.95093712 1.0035979994443034 0.000166005775272363
2454955.9713717946 0.9551815712313158 0.00016379875197850994
2454955.991806369 0.9350859267298447 0.00016265881352425012
2454956.0122408434 0.9604772672136072 0.00016429257448901733
2454956.0326755177 1.005764351510455 0.00016593242019108417
2454956.053110092 1.0445845007449435 0.00016815963486573504
2454956.0735446657 1.0536597827336167 0.00016849891684272988
2454956.09397914 1.027985602484184 0.00016714891505007794
2454956.1144138137 0.983415459567547 0.00016502366703117938
2454956.1348483874 0.9460926593022856 0.00016316040287093136
2454956.155282861 0.9317360200232196 0.00016222497501231726
2454956.175717535 0.960490786990233 0.00016398931398767935
2454956.1961521083 1.008202239351365 0.00016597480467675613
2454956.2165865814 1.056200440678346 0.0001685749134351477
2454956.2370211547 1.0787117680629112 0.0001697383894316636
2454956.257455828 1.062068254017041 0.00016863405086774196
2454956.2778903013 1.013496842927904 0.00016681210758263636
2454956.318759547 0.9367501984271177 0.00016310555565834638
2454956.33919402 0.9513177808323154 0.00016375732674742165
2454956.3596285926 0.9950523964199275 0.00016574230425540245
2454956.380063165 1.0374611902397513 0.00016788348832994348
2454956.4004978375 1.054666881063408 0.00016882586006220483
2454956.4209323097 1.0361815926708546 0.00016785865586600582
2454956.441366882 0.9935748998280558 0.0001660447791275168
2454956.461801554 0.9504191640656671 0.00016375019687648202
2454956.4822360263 0.9251332161101927 0.00016252872628026572
2454956.502670598 0.9430422909802153 0.00016338120061303772
2454956.52310507 0.9878904251087853 0.00016524790186111244
2454956.543539742 1.0380175895905752 0.0001680027117561818
2454956.5639743134 1.0698836049860525 0.00016963206795219158
2454956.584408885 1.065151617136377 0.00016950941197485896
2454956.6048434563 1.025749357999496 0.00016760103377755123
2454956.6252780277 0.9736668338070034 0.00016510696968848447
2454956.645712599 0.9374776970494257 0.00016327558482789574
2454956.66614707 0.9451460690080326 0.0001635750477777778
2454956.686581741 0.9853823156121423 0.00016547804809167923
2454956.707016312 1.0305343538688936 0.00016758344025323994
2454956.727450783 1.0536730662529925 0.0001688406222009923
2454956.7478854535 1.0410246178439166 0.00016836198800580665
2454956.7683200245 1.0012071371986873 0.00016644431188564702
2454956.788754495 0.9572280617217598 0.00016416593706644803
2454956.8091890654 0.9281766821749281 0.00016271067045367716
2454956.8296237355 0.9387304513058047 0.00016309485642120028
2454956.850058206 0.980823222082056 0.00016517508257787443
2454956.870492776 1.0317770827328514 0.00016752796739545725
2454956.8909274456 1.0691746713948078 0.00016957313938885792
2454956.9113620156 1.0715749037706073 0.00016979255351299793
2454956.9317964856 1.0364889422350865 0.0001681614342201095
2454956.952231055 0.9867039018713323 0.0001658127765194235
2454956.972665725 0.9462804197620359 0.0001636146569717276
2454956.9931001943 0.9455177249830041 0.00016348571211653335
2454957.0135347634 0.9821866521458957 0.00016528623988333943
2454957.033969433 1.0276977470362367 0.00016730252688763298
2454957.054403902 1.0558057886297905 0.00016880153402611998
2454957.074838471 1.0486487079042355 0.0001685470440859627
2454957.0952730402 1.0115624270108923 0.00016686846140638806
2454957.115707609 0.9668907272657227 0.00016470464581618376
2454957.1361421775 0.9312875487574637 0.00016301680245442817
2454957.156576746 0.931914251028295 0.00016307808072282574
2454957.177011415 0.9697553908751158 0.00016493431599848578
2454957.1974458834 1.019820135357749 0.0001673668917866846
2454957.2178804516 1.0626721512324813 0.00016944551451916913
2454957.2383150198 1.0724924837101026 0.00016995158256466743
2454957.258749588 1.0453011523159859 0.0001686582147240603
2454957.279184156 0.9958470981824977 0.00016630142571246316
2454957.299618724 0.9506083033825399 0.00016414576122601195
2454957.3200533916 0.9396170002550365 0.0001634842335409863
2454957.340487859 0.9712943718335177 0.0001651125490744831
2454957.3609224265 1.0176537863871573 0.00016734274769567134
2454957.381356994 1.0518598825004457 0.00016892047988355846
2454957.4017915614 1.053080047984404 0.000168903660297042
2454957.4222261286 1.0205665545506444 0.0001672925699911113
2454957.442660696 0.9747239373529428 0.0001651022235077238
2454957.4630953628 0.9360379026376915 0.00016325958581525594
2454957.48352983 0.92765678298099 0.00016297344535074124
2454957.5039643967 0.9602744034491453 0.00016459775609385083
2454957.5243988633 1.010311491557033 0.0001671183583587071
2454957.54483353 1.0567168223929986 0.00016929639201770537
2454957.5652680965 1.0740711732261643 0.0001700673218007428
2454957.5857025627 1.052939388656418 0.00016894899791722675
2454957.606137229 1.005306960215547 0.0001666671598522614
2454957.6265717954 0.9566689828227677 0.00016431200608169448
2454957.6470063613 0.9376146180975261 0.00016337819928703573
2454957.6674408275 0.9629996558667102 0.000164720850159315
2454957.6878754934 1.0091173218855691 0.0001668924980392407
2454957.708310059 1.0475834208428463 0.00016881123575293429
2454957.7287445245 1.0553943152581888 0.00016909847319057772
2454957.74917919 1.0289469352392295 0.00016768110619751
2454957.7696137554 0.984331777046598 0.0001656874455141907
2454957.790048221 0.943513843133906 0.0001636059418799477
2454957.810482786 0.9282399310309709 0.0001629359204846928
2454957.830917451 0.9560119262386306 0.0001643428709134777
2454957.8513519163 1.0040574974928695 0.00016668354567555535
2454957.871786481 1.052363229556222 0.00016902075721293627
2454957.8922210457 1.0768081159536786 0.00017016122581224458
