JD                    RelFlux        err
2455002.765458384 0.999870591304749 0.00018387328031189314
2455002.785892579 0.999881022342347 0.00018391260402665605
2455002.8063265732 0.9999330003658157 0.0001839110928461811
2455002.8267607675 0.9996926591800128 0.00018393695911633165
2455002.8471947615 0.9998724973126976 0.00018393740167010935
2455002.8676289553 1.0001788261493902 0.00018400298304836144
2455002.888062949 0.9999016453481469 0.00018399928178378263
2455002.908497042 1.000346745784553 0.00018404397276997219
2455002.9289312353 0.9997557214996197 0.0001839801275185334
2455002.9493652284 0.9998257022325314 0.00018404135097642964
2455002.969799321 1.0001401419719842 0.0001840320976566307
2455002.9902335135 1.0000207441659568 0.00018408050383946644
2455003.010667606 1.000381026001925 0.00018411059139995342
2455003.031101598 1.0003341139259936 0.00018414443384473479
2455003.0515356897 1.0002895263874063 0.0001841239090815835
2455003.071969781 0.9998537759920924 0.00018410801216191958
2455003.0924038724 0.99985323913217 0.0001841129555262933
2455003.1128379637 0.9998075174653013 0.00018413769506590784
2455003.1332721547 1.0002109027041088 0.0001841733533494187
2455003.1537062456 0.999804893658102 0.0001841677638029764
2455003.1945743263 1.0001161222235284 0.0001841865729893747
2455003.215008416 0.9997291269805503 0.00018418804547080372
2455003.2354425057 0.9999921909229912 0.0001842277281332804
2455003.2558765956 0.9999439056599309 0.0001842322750938865
2455003.2763107847 1.0003382955377238 0.00018426092640936453
2455003.296744774 1.0000357073963073 0.00018424063755533753
2455003.3171788626 0.999739794442975 0.00018424891745602391
2455003.3376129516 1.0001087321839277 0.00018428105090263061
2455003.35804704 0.9994321354128726 0.00018424381043490373
2455003.3784811283 1.0004510258961352 0.0001843274533335216
2455003.398915216 1.0001380025281585 0.0001843155399676782
2455003.4193494036 1.0001008642612648 0.00018435175603553677
2455003.4397833915 1.0000684948410687 0.00018432366235469585
2455003.4602174787 1.000209359764487 0.0001843491413893092
2455003.4806514657 1.0000835175468519 0.00018433490291036743
2455003.501085653 1.000017406974772 0.00018436780814276075
2455003.5215197396 0.9998317719982405 0.00018436322605181696
2455003.5419537257 1.0002595556912086 0.00018437824460914483
2455003.562387912 1.000145992894456 0.00018440610699522062
2455003.582821998 0.9998628296076062 0.00018438762583490776
2455003.6032560836 0.9998760039433131 0.0001843900513813131
2455003.623690069 0.999793021584415 0.00018439654852295834
2455003.6441242546 1.000636018058216 0.00018446374966220886
2455003.6645583394 1.0000525196746093 0.00018443631998488823
2455003.6849923246 1.0000383316789507 0.00018443576558933137
2455003.705426509 0.9998383866853997 0.0001844507404994203
2455003.7258605934 0.9997011549440377 0.00018442353738151192
2455003.7462945776 0.9996010027332475 0.00018443794826646925
2455003.7667287616 1.0020906091199016 0.0001847578442807813
2455003.787162845 1.0000150823960836 0.00018447998316870919
2455003.8075968283 1.000392619843839 0.00018452509271739073
2455003.8280309117 0.9998803538878042 0.000184486471533391
2455003.848465095 1.000406749720393 0.0001845676212896458
2455003.8688990776 1.0001911250265285 0.00018452108721472832
2455003.88933316 0.9999703712994826 0.00018453016173581799
2455003.9097673427 1.0001161901251985 0.00018453637669273035
2455003.9302014248 0.9999067015584954 0.0001845450636558425
2455003.9506354067 0.9999294741820361 0.00018454530396362997
2455003.971069488 0.9999502206061771 0.00018456146609670802
2455003.99150367 1.0003767749258672 0.00018456957544709234
2455004.011937651 1.0001875515714658 0.00018457160687495295
2455004.032371732 0.9999914748792712 0.0001845689336418314
2455004.0528059127 1.0000896630648028 0.00018459011504187785
2455004.073239893 1.0002336374077396 0.00018457623078538743
2455004.0936739733 1.0002367385429365 0.00018460508525501318
2455004.1141080535 0.9998159639444334 0.00018458890521320432
2455004.134542133 1.0002491961338114 0.000184593605706198
2455004.154976213 0.999722189151868 0.00018460429382990005
2455004.1754102926 0.9998449381794574 0.00018466973624903162
2455004.195844372 0.9997581963450447 0.00018465202814697232
2455004.2162784506 0.9999067596010336 0.00018467337793973295
2455004.2367125293 1.0000621797823184 0.0001846985050306231
2455004.2571465075 0.9995422056411782 0.00018464585632166675
2455004.277580686 0.9999555858485902 0.00018468847755845336
2455004.298014764 1.000098904214041 0.00018469931846486234
2455004.318448742 1.0001371189122632 0.00018472242483435588
2455004.3388829194 1.0000480512533985 0.00018470701903318493
2455004.3593169968 0.9999864074236452 0.0001847212653634491
2455004.3797510737 0.9999893882511606 0.00018472714197069774
2455004.400185051 0.9997803116950786 0.00018472604507880312
2455004.4206192275 0.9998770102387337 0.00018472475439252448
2455004.441053304 0.9998445176772014 0.00018473759482882815
2455004.46148728 1.0001663309444473 0.00018474768233813673
2455004.4819214563 0.9999366869572449 0.00018473705294944437
2455004.502355532 1.0000598552147664 0.00018474917205844258
2455004.5227895076 1.0001790884327235 0.000184770266762102
2455004.5432235827 0.9998609739348185 0.0001847636482417659
2455004.563657758 0.9999335870419614 0.0001847433513080044
2455004.5840917327 1.0000202101437632 0.00018479588781794088
2455004.6045258073 0.999672762598476 0.00018472993948544914
2455004.6249599815 1.000072017147235 0.00018477508605337418
2455004.6453939555 0.9999651837570304 0.00018476605140023595
2455004.6658280296 0.9996656698963583 0.00018476977503989694
2455004.6862621033 0.9998785013867415 0.00018476776882194156
2455004.706696277 0.9999787169009805 0.0001847843703446947
2455004.72713025 1.0001237040731488 0.0001847903822091455
2455004.7475643232 1.000338680704816 0.0001848242975868523
2455004.7679984956 1.0000932402488822 0.00018479139678233655
2455004.7884324687 1.000061583949923 0.00018481193212578317
2455004.808866541 1.0000593190141407 0.00018481085474690126
2455004.8293005126 0.9999765108361356 0.00018481656586658143
2455004.849734685 0.9998465471773533 0.00018480230066335258
