#star_temp(K)rad_planet(R*)     b        x_pos   rel_intens 
    3600.00        0.05        0.00 1.000000000 0.999450008
    3600.00        0.05        0.00 0.995991984 0.999379031
    3600.00        0.05        0.00 0.991983968 0.999305978
    3600.00        0.05        0.00 0.987975952 0.999230969
    3600.00        0.05        0.00 0.983967936 0.999154104
    3600.00        0.05        0.00 0.979959920 0.999075474
    3600.00        0.05        0.00 0.975951904 0.998998269
    3600.00        0.05        0.00 0.971943888 0.998920023
    3600.00        0.05        0.00 0.967935872 0.998843783
    3600.00        0.05        0.00 0.963927856 0.998766951
    3600.00        0.05        0.00 0.959919840 0.998692550
    3600.00        0.05        0.00 0.955911824 0.998624321
    3600.00        0.05        0.00 0.951903808 0.998559996
    3600.00        0.05        0.00 0.947895792 0.998506301
    3600.00        0.05        0.00 0.943887776 0.998464554
    3600.00        0.05        0.00 0.939879760 0.998425861
    3600.00        0.05        0.00 0.935871743 0.998389515
    3600.00        0.05        0.00 0.931863727 0.998355104
    3600.00        0.05        0.00 0.927855711 0.998322345
    3600.00        0.05        0.00 0.923847695 0.998291029
    3600.00        0.05        0.00 0.919839679 0.998260995
    3600.00        0.05        0.00 0.915831663 0.998232113
    3600.00        0.05        0.00 0.911823647 0.998204275
    3600.00        0.05        0.00 0.907815631 0.998177393
    3600.00        0.05        0.00 0.903807615 0.998151390
    3600.00        0.05        0.00 0.899799599 0.998126200
    3600.00        0.05        0.00 0.895791583 0.998101766
    3600.00        0.05        0.00 0.891783567 0.998078037
    3600.00        0.05        0.00 0.887775551 0.998054969
    3600.00        0.05        0.00 0.883767535 0.998032523
    3600.00        0.05        0.00 0.879759519 0.998010661
    3600.00        0.05        0.00 0.875751503 0.997989353
    3600.00        0.05        0.00 0.871743487 0.997968568
    3600.00        0.05        0.00 0.867735471 0.997948281
    3600.00        0.05        0.00 0.863727455 0.997928467
    3600.00        0.05        0.00 0.859719439 0.997909103
    3600.00        0.05        0.00 0.855711423 0.997890169
    3600.00        0.05        0.00 0.851703407 0.997871646
    3600.00        0.05        0.00 0.847695391 0.997853517
    3600.00        0.05        0.00 0.843687375 0.997835765
    3600.00        0.05        0.00 0.839679359 0.997818376
