#star_temp(K)rad_planet(R*)     b        x_pos   rel_intens 
    3600.00        0.05        0.90 1.000000000 1.000000000
    3600.00        0.05        0.90 0.995991984 1.000000000
    3600.00        0.05        0.90 0.991983968 1.000000000
    3600.00        0.05        0.90 0.987975952 1.000000000
    3600.00        0.05        0.90 0.983967936 1.000000000
    3600.00        0.05        0.90 0.979959920 1.000000000
    3600.00        0.05        0.90 0.975951904 1.000000000
    3600.00        0.05        0.90 0.971943888 1.000000000
    3600.00        0.05        0.90 0.967935872 1.000000000
    3600.00        0.05        0.90 0.963927856 1.000000000
    3600.00        0.05        0.90 0.959919840 1.000000000
    3600.00        0.05        0.90 0.955911824 1.000000000
    3600.00        0.05        0.90 0.951903808 1.000000000
    3600.00        0.05        0.90 0.947895792 1.000000000
    3600.00        0.05        0.90 0.943887776 1.000000000
    3600.00        0.05        0.90 0.939879760 1.000000000
    3600.00        0.05        0.90 0.935871743 1.000000000
    3600.00        0.05        0.90 0.931863727 1.000000000
    3600.00        0.05        0.90 0.927855711 1.000000000
    3600.00        0.05        0.90 0.923847695 1.000000000
    3600.00        0.05        0.90 0.919839679 1.000000000
    3600.00        0.05        0.90 0.915831663 1.000000000
    3600.00        0.05        0.90 0.911823647 1.000000000
    3600.00        0.05        0.90 0.907815631 1.000000000
    3600.00        0.05        0.90 0.903807615 1.000000000
    3600.00        0.05        0.90 0.899799599 1.000000000
    3600.00        0.05        0.90 0.895791583 1.000000000
    3600.00        0.05        0.90 0.891783567 1.000000000
    3600.00        0.05        0.90 0.887775551 1.000000000
    3600.00        0.05        0.90 0.883767535 1.000000000
    3600.00        0.05        0.90 0.879759519 1.000000000
    3600.00        0.05        0.90 0.875751503 1.000000000
    3600.00        0.05        0.90 0.871743487 1.000000000
    3600.00        0.05        0.90 0.867735471 1.000000000
    3600.00        0.05        0.90 0.863727455 1.000000000
    3600.00        0.05        0.90 0.859719439 1.000000000
    3600.00        0.05        0.90 0.855711423 1.000000000
    3600.00        0.05        0.90 0.851703407 1.000000000
    3600.00        0.05        0.90 0.847695391 1.000000000
    3600.00        0.05        0.90 0.843687375 1.000000000
    3600.00        0.05        0.90 0.839679359 1.000000000
    3600.00        0.05        0.90 0.835671343 1.000000000
    3600.00        0.05        0.90 0.831663327 1.000000000
    3600.00        0.05        0.90 0.827655311 1.000000000
    3600.00        0.05        0.90 0.823647295 1.000000000
    3600.00        0.05        0.90 0.819639279 1.000000000
    3600.00        0.05        0.90 0.815631263 1.000000000
    3600.00        0.05        0.90 0.811623246 1.000000000
    3600.00        0.05        0.90 0.807615230 1.000000000
    3600.00        0.05        0.90 0.803607214 1.000000000
    3600.00        0.05        0.90 0.799599198 1.000000000
    3600.00        0.05        0.90 0.795591182 1.000000000
    3600.00        0.05        0.90 0.791583166 1.000000000
    3600.00        0.05        0.90 0.787575150 1.000000000
    3600.00        0.05        0.90 0.783567134 1.000000000
    3600.00        0.05        0.90 0.779559118 1.000000000
    3600.00        0.05        0.90 0.775551102 1.000000000
    3600.00        0.05        0.90 0.771543086 1.000000000
    3600.00        0.05        0.90 0.767535070 1.000000000
    3600.00        0.05        0.90 0.763527054 1.000000000
    3600.00        0.05        0.90 0.759519038 1.000000000
    3600.00        0.05        0.90 0.755511022 1.000000000
    3600.00        0.05        0.90 0.751503006 1.000000000
    3600.00        0.05        0.90 0.747494990 1.000000000
    3600.00        0.05        0.90 0.743486974 1.000000000
    3600.00        0.05        0.90 0.739478958 1.000000000
    3600.00        0.05        0.90 0.735470942 1.000000000
    3600.00        0.05        0.90 0.731462926 1.000000000
    3600.00        0.05        0.90 0.727454910 1.000000000
    3600.00        0.05        0.90 0.723446894 1.000000000
    3600.00        0.05        0.90 0.719438878 1.000000000
    3600.00        0.05        0.90 0.715430862 1.000000000
    3600.00        0.05        0.90 0.711422846 1.000000000
    3600.00        0.05        0.90 0.707414830 1.000000000
    3600.00        0.05        0.90 0.703406814 1.000000000
    3600.00        0.05        0.90 0.699398798 1.000000000
    3600.00        0.05        0.90 0.695390782 1.000000000
    3600.00        0.05        0.90 0.691382766 1.000000000
    3600.00        0.05        0.90 0.687374749 1.000000000
    3600.00        0.05        0.90 0.683366733 1.000000000
    3600.00        0.05        0.90 0.679358717 1.000000000
    3600.00        0.05        0.90 0.675350701 1.000000000
    3600.00        0.05        0.90 0.671342685 1.000000000
    3600.00        0.05        0.90 0.667334669 1.000000000
    3600.00        0.05        0.90 0.663326653 1.000000000
    3600.00        0.05        0.90 0.659318637 1.000000000
    3600.00        0.05        0.90 0.655310621 1.000000000
    3600.00        0.05        0.90 0.651302605 1.000000000
    3600.00        0.05        0.90 0.647294589 1.000000000
    3600.00        0.05        0.90 0.643286573 1.000000000
    3600.00        0.05        0.90 0.639278557 1.000000000
    3600.00        0.05        0.90 0.635270541 1.000000000
    3600.00        0.05        0.90 0.631262525 1.000000000
    3600.00        0.05        0.90 0.627254509 1.000000000
    3600.00        0.05        0.90 0.623246493 1.000000000
    3600.00        0.05        0.90 0.619238477 1.000000000
    3600.00        0.05        0.90 0.615230461 1.000000000
    3600.00        0.05        0.90 0.611222445 1.000000000
    3600.00        0.05        0.90 0.607214429 1.000000000
    3600.00        0.05        0.90 0.603206413 1.000000000
    3600.00        0.05        0.90 0.599198397 1.000000000
    3600.00        0.05        0.90 0.595190381 1.000000000
    3600.00        0.05        0.90 0.591182365 1.000000000
    3600.00        0.05        0.90 0.587174349 1.000000000
    3600.00        0.05        0.90 0.583166333 1.000000000
    3600.00        0.05        0.90 0.579158317 1.000000000
    3600.00        0.05        0.90 0.575150301 1.000000000
    3600.00        0.05        0.90 0.571142285 1.000000000
    3600.00        0.05        0.90 0.567134269 1.000000000
    3600.00        0.05        0.90 0.563126253 1.000000000
    3600.00        0.05        0.90 0.559118236 1.000000000
    3600.00        0.05        0.90 0.555110220 1.000000000
    3600.00        0.05        0.90 0.551102204 1.000000000
    3600.00        0.05        0.90 0.547094188 1.000000000
    3600.00        0.05        0.90 0.543086172 1.000000000
    3600.00        0.05        0.90 0.539078156 1.000000000
    3600.00        0.05        0.90 0.535070140 0.999994717
    3600.00        0.05        0.90 0.531062124 0.999987121
    3600.00        0.05        0.90 0.527054108 0.999977259
    3600.00        0.05        0.90 0.523046092 0.999966526
    3600.00        0.05        0.90 0.519038076 0.999952488
    3600.00        0.05        0.90 0.515030060 0.999937340
    3600.00        0.05        0.90 0.511022044 0.999920112
    3600.00        0.05        0.90 0.507014028 0.999901851
    3600.00        0.05        0.90 0.503006012 0.999882801
    3600.00        0.05        0.90 0.498997996 0.999861757
    3600.00        0.05        0.90 0.494989980 0.999839819
    3600.00        0.05        0.90 0.490981964 0.999817208
    3600.00        0.05        0.90 0.486973948 0.999793895
    3600.00        0.05        0.90 0.482965932 0.999768686
    3600.00        0.05        0.90 0.478957916 0.999742648
    3600.00        0.05        0.90 0.474949900 0.999716126
    3600.00        0.05        0.90 0.470941884 0.999688895
    3600.00        0.05        0.90 0.466933868 0.999661121
    3600.00        0.05        0.90 0.462925852 0.999632769
    3600.00        0.05        0.90 0.458917836 0.999603889
    3600.00        0.05        0.90 0.454909820 0.999574434
    3600.00        0.05        0.90 0.450901804 0.999544562
    3600.00        0.05        0.90 0.446893788 0.999514260
    3600.00        0.05        0.90 0.442885772 0.999483590
    3600.00        0.05        0.90 0.438877756 0.999452528
    3600.00        0.05        0.90 0.434869739 0.999421270
    3600.00        0.05        0.90 0.430861723 0.999389603
    3600.00        0.05        0.90 0.426853707 0.999358727
    3600.00        0.05        0.90 0.422845691 0.999327818
    3600.00        0.05        0.90 0.418837675 0.999296567
    3600.00        0.05        0.90 0.414829659 0.999265232
    3600.00        0.05        0.90 0.410821643 0.999232436
    3600.00        0.05        0.90 0.406813627 0.999200522
    3600.00        0.05        0.90 0.402805611 0.999168532
    3600.00        0.05        0.90 0.398797595 0.999136613
    3600.00        0.05        0.90 0.394789579 0.999104432
    3600.00        0.05        0.90 0.390781563 0.999073356
    3600.00        0.05        0.90 0.386773547 0.999042345
    3600.00        0.05        0.90 0.382765531 0.999011329
    3600.00        0.05        0.90 0.378757515 0.998980297
    3600.00        0.05        0.90 0.374749499 0.998950445
    3600.00        0.05        0.90 0.370741483 0.998920787
    3600.00        0.05        0.90 0.366733467 0.998891051
    3600.00        0.05        0.90 0.362725451 0.998861479
    3600.00        0.05        0.90 0.358717435 0.998831968
    3600.00        0.05        0.90 0.354709419 0.998803895
    3600.00        0.05        0.90 0.350701403 0.998777353
    3600.00        0.05        0.90 0.346693387 0.998749773
    3600.00        0.05        0.90 0.342685371 0.998723526
    3600.00        0.05        0.90 0.338677355 0.998697577
    3600.00        0.05        0.90 0.334669339 0.998673241
    3600.00        0.05        0.90 0.330661323 0.998649235
    3600.00        0.05        0.90 0.326653307 0.998625427
    3600.00        0.05        0.90 0.322645291 0.998602954
    3600.00        0.05        0.90 0.318637275 0.998581040
    3600.00        0.05        0.90 0.314629259 0.998560728
    3600.00        0.05        0.90 0.310621242 0.998540916
    3600.00        0.05        0.90 0.306613226 0.998522819
    3600.00        0.05        0.90 0.302605210 0.998506591
    3600.00        0.05        0.90 0.298597194 0.998492311
    3600.00        0.05        0.90 0.294589178 0.998478672
    3600.00        0.05        0.90 0.290581162 0.998465580
    3600.00        0.05        0.90 0.286573146 0.998452976
    3600.00        0.05        0.90 0.282565130 0.998440818
    3600.00        0.05        0.90 0.278557114 0.998429070
    3600.00        0.05        0.90 0.274549098 0.998417705
    3600.00        0.05        0.90 0.270541082 0.998406698
    3600.00        0.05        0.90 0.266533066 0.998396031
