#star_temp(K)rad_planet(R*)     b        x_pos   rel_intens 
   10000.00        0.05        0.90 1.000000000 1.000000000
   10000.00        0.05        0.90 0.995991984 1.000000000
   10000.00        0.05        0.90 0.991983968 1.000000000
   10000.00        0.05        0.90 0.987975952 1.000000000
   10000.00        0.05        0.90 0.983967936 1.000000000
   10000.00        0.05        0.90 0.979959920 1.000000000
   10000.00        0.05        0.90 0.975951904 1.000000000
   10000.00        0.05        0.90 0.971943888 1.000000000
   10000.00        0.05        0.90 0.967935872 1.000000000
   10000.00        0.05        0.90 0.963927856 1.000000000
   10000.00        0.05        0.90 0.959919840 1.000000000
   10000.00        0.05        0.90 0.955911824 1.000000000
   10000.00        0.05        0.90 0.951903808 1.000000000
   10000.00        0.05        0.90 0.947895792 1.000000000
   10000.00        0.05        0.90 0.943887776 1.000000000
   10000.00        0.05        0.90 0.939879760 1.000000000
   10000.00        0.05        0.90 0.935871743 1.000000000
   10000.00        0.05        0.90 0.931863727 1.000000000
   10000.00        0.05        0.90 0.927855711 1.000000000
   10000.00        0.05        0.90 0.923847695 1.000000000
   10000.00        0.05        0.90 0.919839679 1.000000000
   10000.00        0.05        0.90 0.915831663 1.000000000
   10000.00        0.05        0.90 0.911823647 1.000000000
   10000.00        0.05        0.90 0.907815631 1.000000000
   10000.00        0.05        0.90 0.903807615 1.000000000
   10000.00        0.05        0.90 0.899799599 1.000000000
   10000.00        0.05        0.90 0.895791583 1.000000000
   10000.00        0.05        0.90 0.891783567 1.000000000
   10000.00        0.05        0.90 0.887775551 1.000000000
   10000.00        0.05        0.90 0.883767535 1.000000000
   10000.00        0.05        0.90 0.879759519 1.000000000
   10000.00        0.05        0.90 0.875751503 1.000000000
   10000.00        0.05        0.90 0.871743487 1.000000000
   10000.00        0.05        0.90 0.867735471 1.000000000
   10000.00        0.05        0.90 0.863727455 1.000000000
   10000.00        0.05        0.90 0.859719439 1.000000000
   10000.00        0.05        0.90 0.855711423 1.000000000
   10000.00        0.05        0.90 0.851703407 1.000000000
   10000.00        0.05        0.90 0.847695391 1.000000000
   10000.00        0.05        0.90 0.843687375 1.000000000
   10000.00        0.05        0.90 0.839679359 1.000000000
   10000.00        0.05        0.90 0.835671343 1.000000000
   10000.00        0.05        0.90 0.831663327 1.000000000
   10000.00        0.05        0.90 0.827655311 1.000000000
   10000.00        0.05        0.90 0.823647295 1.000000000
   10000.00        0.05        0.90 0.819639279 1.000000000
   10000.00        0.05        0.90 0.815631263 1.000000000
   10000.00        0.05        0.90 0.811623246 1.000000000
   10000.00        0.05        0.90 0.807615230 1.000000000
   10000.00        0.05        0.90 0.803607214 1.000000000
   10000.00        0.05        0.90 0.799599198 1.000000000
   10000.00        0.05        0.90 0.795591182 1.000000000
   10000.00        0.05        0.90 0.791583166 1.000000000
   10000.00        0.05        0.90 0.787575150 1.000000000
   10000.00        0.05        0.90 0.783567134 1.000000000
   10000.00        0.05        0.90 0.779559118 1.000000000
   10000.00        0.05        0.90 0.775551102 1.000000000
   10000.00        0.05        0.90 0.771543086 1.000000000
   10000.00        0.05        0.90 0.767535070 1.000000000
   10000.00        0.05        0.90 0.763527054 1.000000000
   10000.00        0.05        0.90 0.759519038 1.000000000
   10000.00        0.05        0.90 0.755511022 1.000000000
   10000.00        0.05        0.90 0.751503006 1.000000000
   10000.00        0.05        0.90 0.747494990 1.000000000
   10000.00        0.05        0.90 0.743486974 1.000000000
   10000.00        0.05        0.90 0.739478958 1.000000000
   10000.00        0.05        0.90 0.735470942 1.000000000
   10000.00        0.05        0.90 0.731462926 1.000000000
   10000.00        0.05        0.90 0.727454910 1.000000000
   10000.00        0.05        0.90 0.723446894 1.000000000
   10000.00        0.05        0.90 0.719438878 1.000000000
   10000.00        0.05        0.90 0.715430862 1.000000000
   10000.00        0.05        0.90 0.711422846 1.000000000
   10000.00        0.05        0.90 0.707414830 1.000000000
   10000.00        0.05        0.90 0.703406814 1.000000000
   10000.00        0.05        0.90 0.699398798 1.000000000
   10000.00        0.05        0.90 0.695390782 1.000000000
   10000.00        0.05        0.90 0.691382766 1.000000000
   10000.00        0.05        0.90 0.687374749 1.000000000
   10000.00        0.05        0.90 0.683366733 1.000000000
   10000.00        0.05        0.90 0.679358717 1.000000000
   10000.00        0.05        0.90 0.675350701 1.000000000
   10000.00        0.05        0.90 0.671342685 1.000000000
   10000.00        0.05        0.90 0.667334669 1.000000000
   10000.00        0.05        0.90 0.663326653 1.000000000
   10000.00        0.05        0.90 0.659318637 1.000000000
   10000.00        0.05        0.90 0.655310621 1.000000000
